Index,Title,True_Label,Predicted_Label,Result
1491,Jenner uses women's restroom at Trump property,Factual,Hoax,WRONG
1492, #NeverTrump GOP Rep.: ‘Not One Character Trait In Trump I’d Want My Son To Emulate’,Hoax,Hoax,CORRECT
1493,MUSLIM MIGRANT WOMAN CAUGHT SPITTING On Angry Germans Swarming Around Bus At Asylum Center [VIDEO],Hoax,Hoax,CORRECT
1494,"Tillerson, Russia's Lavrov discuss Syria, Ukraine, Middle East",Factual,Factual,CORRECT
1495,Trump urges Republicans to force majority vote on Gorsuch if Democrats block,Factual,Hoax,WRONG
1496, Bernie Sanders Clarifies One Of His Most Divisive Talking Points (VIDEO),Hoax,Hoax,CORRECT
1497,"WOW! THE WASHINGTON POST Publishes #RealNews Story About President Trump : Under Trump’s Leadership, Gains Against ISIS Have “Dramatically Accelerated”",Hoax,Hoax,CORRECT
1498, WATCH: Fox Host Chris Wallace Just SHREDDED Priebus’ Defense Of Trump’s ‘Enemies’ Tweet,Hoax,Hoax,CORRECT
1499,Republican establishment warms to Trump after big New York win,Factual,Factual,CORRECT
1500, ‘Pro-Life’ GOP Refuses To Help Zika Infected Babies,Hoax,Hoax,CORRECT
1501,"Honduran helicopter crash kills six, including president's sister",Factual,Factual,CORRECT
1502," Ammon Bundy Arrested, Ryan Bundy And ‘Tarp Man’ Shot After Confrontation With Police (VIDEO)",Hoax,Hoax,CORRECT
1503, CHAOS In Chicago As Thousands Of Protesters Shut Down Trump Rally (VIDEOS),Hoax,Hoax,CORRECT
1504,Trump meets Senator Ernst amid vice presidential speculation,Factual,Factual,CORRECT
1505,"As Trump shifts immigration and foreign policies, State Department is silent",Factual,Factual,CORRECT
1506,Boiler Room EP #87,Hoax,Hoax,CORRECT
1507,Priceless! #TuckerCarlson Destroys Leftist #RobReiner Over Russian Propaganda Ad Claiming ‘We’ve Been Invaded!’ [Video],Hoax,Hoax,CORRECT
1508," Paul Ryan Sharpens His Backstabbing Knife, Prepares War With White House (VIDEO)",Hoax,Hoax,CORRECT
1509,OBAMA AND VALERIE JARRETT Finalize Executive Action Gun Control Proposal,Hoax,Hoax,CORRECT
1510,California judge questions Trump's sanctuary city order,Factual,Factual,CORRECT
1511,"After German election, France's Macron paints sweeping vision for Europe",Factual,Factual,CORRECT
1512,Powell faces early test of policy view as tax cuts near approval,Factual,Factual,CORRECT
1513,"Philippines' Duterte wants U.S. help in fighting drugs, blames triads",Factual,Hoax,WRONG
1514,Trump pushes Melania back onto campaign stage: interview,Factual,Hoax,WRONG
1515,HOLY CASH COW! Check Out How Much Wall Street Funneled Into HILLARY’s Foundation/Slush Fund,Hoax,Hoax,CORRECT
1516,Out in the cold: New U.S. budget priorities threaten housing aid programs,Factual,Factual,CORRECT
1517,DELUSIONAL DEMOCRAT AL GREEN: “I Will Draw Up Documents of Impeachment” [Video],Hoax,Hoax,CORRECT
1518,Czech far-right party says will not support new government,Factual,Factual,CORRECT
1519,MIZZOU Cry-Babies Complain Paris Terror Tragedy Is Stealing Spotlight From Their “Struggles”,Hoax,Hoax,CORRECT
1520,Eight to 10 Republicans have concerns on healthcare bill: Collins,Factual,Factual,CORRECT
1521,“WHOSE STREETS?” NOT YOURS! NC Passes Law Shielding Drivers Who Hit Protesters Blocking Roads [VIDEO],Hoax,Hoax,CORRECT
1522,"Kushner, in statement, says 'I did not collude' with foreign government",Factual,Factual,CORRECT
1523,BREITBART’S JOEL POLLACK Brilliantly Shuts Down “The View” Lunatics [Video],Hoax,Hoax,CORRECT
1524,Trump reaffirms commitment to defend U.S. and allies,Factual,Factual,CORRECT
1525,THIS ONE VERY IMPORTANT THING THE MEDIA MISSED That Tells You How The Candidates Feel About America,Hoax,Hoax,CORRECT
1526,UK's Johnson makes fuller apology for remarks on jailed aid worker in Iran,Factual,Factual,CORRECT
1527,HOW PRESIDENT TRUMP Can Remove Congress From Their ObamaCare Exemption [Video],Hoax,Hoax,CORRECT
1528,"Major tech firms, internet providers clash over U.S. net neutrality rules",Factual,Factual,CORRECT
1529,"WOW! BERNIE SANDERS Goes Full Commie: Calls for social, economic, environmental…JUSTICE [Video]",Hoax,Hoax,CORRECT
1530,Billy Bush suspended from 'Today' show after tape of Trump's lewd comments: memo,Factual,Factual,CORRECT
1531,ESTABLISHMENT GOP END TIMES? Why Republican Candidates Are Kicking RNC To Curb,Hoax,Hoax,CORRECT
1532,WATCH: SENATOR RAND PAUL Calls For Investigation…BLASTS High-Ranking Obama Officials Who May Have Colluded To Prevent Trump’s Election…”Could Be Worse Than Watergate”,Hoax,Hoax,CORRECT
1533,WOW! FBI SUED Over Andrew Breitbart Records Request…What Are They Withholding?,Hoax,Hoax,CORRECT
1534,"Six months on, Grenfell fire survivors weep at London memorial",Factual,Factual,CORRECT
1535,OUTRAGEOUS VIDEOS: WATCH THE LEFTISTS BLAME THE VICTIM AND DENY THE TRUTH,Hoax,Hoax,CORRECT
1536, Trump Supporter Kicked Out Of Trump Rally; Bet You Can Guess Why (VIDEO),Hoax,Hoax,CORRECT
1537, This Fox News Host Is Personally Begging Trump To Come To Their Debate (VIDEO),Hoax,Hoax,CORRECT
1538,Senate blocks Democrats' plan to deny firearms to those on 'watch lists',Factual,Factual,CORRECT
1539,"Kurdistan rejects Iraq's demand to hand over airports, Baghdad readies air ban",Factual,Factual,CORRECT
1540,OBAMA Made CHRISTIAN Pastor Pay For His Own Ticket Home After Iran Got Secret $1.7 Billion Ransom For His Release,Hoax,Hoax,CORRECT
1541,Catalan parliament declares independence from Spain,Factual,Factual,CORRECT
1542,FIVE FACTS About Benghazi That Hillary Doesn’t Want You To Know,Hoax,Hoax,CORRECT
1543,FANTASTIC! TRUMP’S 7 POINT PLAN To Reform Healthcare Begins With A Bombshell!,Hoax,Hoax,CORRECT
1544,Must accept Trump win but not what most Germans wanted: German foreign minister,Factual,Factual,CORRECT
1545,ILLEGAL ALIEN WHO MURDERED INNOCENT WOMAN WAS DEPORTED 3 TIMES: Obama’s Solution To Increasing Crime By Illegals…Cut Back On Deportations,Hoax,Hoax,CORRECT
1546,STUNNING VIDEO REVEALS Why We Have The Current Hateful Lunacy In The Press [Video],Hoax,Hoax,CORRECT
1547,Trump aide Greenblatt heads to Israel after Jerusalem announcement,Factual,Factual,CORRECT
1548,BREAKING NEWS: DACA IS DONE! WATCH AG Jeff Sessions Explain Why Obama’s Unconstitutional Act Has Harmed Americans,Hoax,Hoax,CORRECT
1549,"China faces historic corruption battle, ruling party's new graft buster says",Factual,Factual,CORRECT
1550,If Your Biological Plumbing Doesn’t Match Sign On Door You’ll Have To Use Another Bathroom If This Bill Passes,Hoax,Hoax,CORRECT
1551, WATCH: Jimmy Kimmel Roasts Jeb Bush’s Campaign Ad Starring George W. Bush,Hoax,Hoax,CORRECT
1552,WATCH FOR IT! TOWN HALLS FLOODED With Unhinged Fake Protesters Are Supported By These Radicals with Deep Pockets,Hoax,Hoax,CORRECT
1553,FOLLOW THE MONEY: MEXICAN GIVEAWAY OF MILLIONS OF FLAT SCREEN TV’S TO THE POOR RAISES QUESTIONS,Hoax,Factual,WRONG
1554,A rare look inside the 'heart of society' for Iraq's Shi'ites,Factual,Factual,CORRECT
1555,Russia says kills 7 Nusra Front field commanders in Syria air strike,Factual,Factual,CORRECT
1556,"Indian military helicopter crashes near China border, seven dead",Factual,Factual,CORRECT
1557,SICKENING: Obama Lectures Gold Star Mom…Islamic Terrorism Is “Manufactured” [VIDEO],Hoax,Hoax,CORRECT
1558, WATCH: Joy Reid OWNS Trump In Less Than 30 Seconds For Claiming To Be More Popular Than Obama,Hoax,Hoax,CORRECT
1559,"YALE REMOVES Name Of DEMOCRAT White Supremacist, Passionate Supporter Of Slavery From Res College…Why Not Rename It After Most Famous Black Alum, Justice Clarence Thomas?",Hoax,Hoax,CORRECT
1560,Trump's limited appeal a warning sign for Republicans ahead of 2018 elections,Factual,Factual,CORRECT
1561, CNN’s Don Lemon: Trump Shouldn’t Get Apology From ESPN Until He Apologizes For Racism Against Obama (VIDEO),Hoax,Hoax,CORRECT
1562,Democrats criticize Senate's all-male healthcare group,Factual,Factual,CORRECT
1563, Sean Hannity Gets Chewed Out By Fox News For Citing Fake Polls To Support Trump,Hoax,Hoax,CORRECT
1564, Watch Desperate Americans Literally BEG Justin Trudeau To Run For POTUS (VIDEO),Hoax,Hoax,CORRECT
1565,WATCH HILLARY SQUIRM When Mainstream Media Asks If She Plans To Watch “13 Hours” Movie,Hoax,Hoax,CORRECT
1566,Trump says plans lots of bilateral trade deals with quick termination clauses,Factual,Factual,CORRECT
1567,U.S. condemns threat to ban Venezuela opposition from elections,Factual,Factual,CORRECT
1568,AFGHANISTAN: Trump Surges Into the Graveyard of Empires,Hoax,Factual,WRONG
1569,U.S. expands Central American refugee screening program,Factual,Factual,CORRECT
1570,"BREAKING BOMBSHELL! Julian Assange Claims Murdered DNC Staffer May Have Been Wikileaks Source…Offers $20,000 REWARD For Info Leading To Killer [Video]",Hoax,Hoax,CORRECT
1571, Trump Kicks His Own Teen Supporter Out Of Rally ‘For Having Dark Skin’ (VIDEO/IMAGE),Hoax,Hoax,CORRECT
1572,BETTY WON’T BITE! Watch What Happens When Katie Couric Desperately Tries To Goad BETTY WHITE Into Blaming Trump For Obama’s Divided Nation [VIDEO],Hoax,Hoax,CORRECT
1573,Bernie Sanders brings local politics focus to Massachusetts races,Factual,Factual,CORRECT
1574, Trump’s Longtime Adviser Officially Banned From Appearing On CNN For Being Too Racist,Hoax,Hoax,CORRECT
1575,"Obamacare whiplash leaves states, insurers with dueling price plans",Factual,Factual,CORRECT
1576,Trump and U.S. House tax lawmaker reopen door to 401(k) changes,Factual,Factual,CORRECT
1577,"Turkey to review 11,480 cases linked to app used by coup suspects",Factual,Factual,CORRECT
1578,"Trump says he is considering quotas, tariffs on Chinese steel dumping",Factual,Factual,CORRECT
1579,Factbox: Some Trump assertions on Iran questioned by experts,Factual,Factual,CORRECT
1580, Trump Just Called A Fledgling Dictator To Congratulate Him On Expanding His Powers,Hoax,Hoax,CORRECT
1581,"Putin says Trump clever, will understand new responsibilities",Factual,Factual,CORRECT
1582,RACIST OPRAH MAKES SAME MISTAKE…TWICE,Hoax,Hoax,CORRECT
1583, Bernie Sanders And The Racist Billionaire Won The New Hampshire Primary,Hoax,Hoax,CORRECT
1584,"Facebook Federal Spy Agency, DC Swamp Chess, Bathroom Cams & Tranny Electorate: Boiler Room EP #135",Hoax,Hoax,CORRECT
1585,Highlights: The Trump presidency on January 31 at 8:11 P.M. EST/0111 GMT,Factual,Factual,CORRECT
1586,TRUMP IN MEXICO: Outlines 5 Goals He Wants To Accomplish With Mexican Government [Video],Hoax,Hoax,CORRECT
1587,"Greek guerrilla group assassin given jail leave, triggering row",Factual,Factual,CORRECT
1588,Trump and Vietnam's president underscore free and open access to South China Sea,Factual,Factual,CORRECT
1589,Dying for a paycheck: the Russian civilians fighting in Syria,Factual,Factual,CORRECT
1590,HERO Praised By Media For Fighting Off Faisal Mohammad…Isn’t That What The Media Crucified Ben Carson For Suggesting? [VIDEO],Hoax,Hoax,CORRECT
1591,#CHARLOTTESVILLE While Media and Politicians Stir the Pot…Are We Missing the Elephant in the Room?,Hoax,Hoax,CORRECT
1592, Carly Fiorina Bursting Into Song At Cruz Rally Is The Most Bizarre Thing You’ll Ever See (VIDEO),Hoax,Hoax,CORRECT
1593,"Hyundai Motor, Kia to temporarily shut down U.S. plants due to Irma",Factual,Factual,CORRECT
1594,Defense Secretary Mattis suggests sticking with Iran nuclear deal,Factual,Factual,CORRECT
1595,"Young Japanese voters, happy with job market, lean toward ruling party",Factual,Factual,CORRECT
1596,Trump cancels California event to stay in New York,Factual,Factual,CORRECT
1597,AWESOME PRO-GUN AD Removed From Airport After Complaints From Rainbows And Unicorn Liberals,Hoax,Hoax,CORRECT
1598,TOP 5 WAYS TRUMP Can Cut Waste ASAP!,Hoax,Hoax,CORRECT
1599,"Internet firms shift stance, move to exile white supremacists",Factual,Factual,CORRECT
1600," Trump LOSES IT, Has Complete Nervous Breakdown After His Worst Week EVER (VIDEOS)",Hoax,Hoax,CORRECT
1601,Mostly White Group Of Boston College Students Sing Christmas Carols About Racism: ‘Walking Through a White Man’s Wonderland’,Hoax,Hoax,CORRECT
1602,Trump taps ex-Bush official Bossert to counter domestic threats,Factual,Factual,CORRECT
1603, Advocate For Legal Rape Says Trump’s Victory Makes It Acceptable For Men To Rape Women,Hoax,Hoax,CORRECT
1604,Tech firms' encryption foe struggles for U.S. Senate re-election,Factual,Factual,CORRECT
1605, Stephen King Tweets ULTIMATE Sean Spicer Insult That Is Pretty Goddamn Funny (TWEET),Hoax,Hoax,CORRECT
1606,POPULAR YOUTUBE PERSONALITY Goes Undercover With Violent Cowardly Antifa Terrorists…”Antifa Women Are The DOMINANT Ones” [VIDEO],Hoax,Hoax,CORRECT
1607,Trump suggests he may do away with Russia sanctions if Moscow helpful: WSJ,Factual,Factual,CORRECT
1608,WHOA! COLLEGE SNOWFLAKE FREAKS OUT: Screams For Two Minutes Over A Trump Sign On Campus,Hoax,Hoax,CORRECT
1609, Trump’s Son Tries His Hand At Politics: Waterboarding ‘No Different’ Than Being A Frat Boy (VIDEO),Hoax,Hoax,CORRECT
1610, Twitter Has The ULTIMATE Way For SNL To Get Under Trump’s Skin; It Involves ROSIE O’DONNELL,Hoax,Hoax,CORRECT
1611,CRIES OF RACISM AFTER NYC MUSEUM KICKS OUT ROWDY HIGH SCHOOLERS,Hoax,Hoax,CORRECT
1612,Alabama to certify Democrat Jones winner of Senate election,Factual,Factual,CORRECT
1613," If You Think Hillary And Trump Are Both Bad Candidates, Seth Meyers Clears Up That Bullsh*t Idea",Hoax,Hoax,CORRECT
1614,NIKE DROPS CONSERVATIVE BOXER Manny Pacquiao After Condemning Gay Relationships Based On His Religious Beliefs [VIDEO],Hoax,Hoax,CORRECT
1615,Kremlin says idea it hacked U.S. Democratic Party emails absurd,Factual,Factual,CORRECT
1616,CHICAGO THUGS Watched 9 Yr Old Play On Swings Before Carrying Out His Brutal Murder In Retaliation Against Dad’s Gang,Hoax,Hoax,CORRECT
1617,Taking a tough stance on summer: conservatives in U.S. House,Factual,Factual,CORRECT
1618,Michigan governor tells credit rating agencies state doing 'very well',Factual,Factual,CORRECT
1619,WHO HACKED CLINTON AND DNC? Judge Napolitano And Wikileak’s Assange Blow It Open [Video],Hoax,Hoax,CORRECT
1620,REVEALED: The Dark Agenda Behind Globalization and Open Borders,Hoax,Hoax,CORRECT
1621, Beef Jerky Company Just Bit Off More Than It Can Chew With Direct Appeal To Nazis (VIDEO),Hoax,Hoax,CORRECT
1622," Conservatives Demand Purge Of LGBT Employees From State Department, And This Is How Trump Replied",Hoax,Hoax,CORRECT
1623,Syria investigator del Ponte signs off with a sting,Factual,Factual,CORRECT
1624, FL Cops Face Prison After Brutally Beating Unarmed Man (VIDEO),Hoax,Hoax,CORRECT
1625, Heckler Screams ‘F*ck Hillary’ At Clinton Rally – And She Just Laughs At Him (VIDEO),Hoax,Hoax,CORRECT
1626,"North Korea says Trump isn't screwy at all, a wise choice for president",Factual,Hoax,WRONG
1627,"DISGUSTING! UNEMPLOYED, RACE-OBSESSED Colin Kaepernick Will Be Added To Smithsonian Black History Museum, While Conservative Supreme Court Justice Clarence Thomas Is BLACKLISTED",Hoax,Hoax,CORRECT
1628,Top Iraqi Shi'ite cleric says paramilitaries should be part of state security bodies,Factual,Factual,CORRECT
1629,HOMELAND SECURITY SECRETARY Just Gave Americans A Great Reason To Buy A Gun ASAP [Video],Hoax,Hoax,CORRECT
1630,GAFFE OF THE DAY: VA Gov. #TerryMcAuliffe Blames “Too Many” Guns for Shootings: “We lose 93 million Americans a day to gun violence” [Video],Hoax,Hoax,CORRECT
1631, Trump’s Excuse For All His Sexist Statements Proves He Doesn’t Really Want To Be President,Hoax,Hoax,CORRECT
1632,"U.S. urges Saudis to be fair, open in handling graft prosecutions",Factual,Factual,CORRECT
1633,Thai police arrest Hells Angels gang members,Factual,Factual,CORRECT
1634, New Poll: Trump Is Making Others More Popular – But They Aren’t Who You’d Think (DETAILS),Hoax,Hoax,CORRECT
1635,Timeline: U.N. tribunal to give verdict in genocide trial of Ratko Mladic,Factual,Factual,CORRECT
1636, Trump Brags About Hurricane Size As Florida Braces For Disaster,Hoax,Hoax,CORRECT
1637,"Few ideas, less hope leave Syria crisis on back burner at U.N.",Factual,Factual,CORRECT
1638,"The CIA Doesn’t Need To Spy On Free Thinkers, The Private Sector Does It For Free",Hoax,Hoax,CORRECT
1639,LOL! The Woman Who Couldn’t Be Bothered With Protecting Lives Of Brave Americans Serving In Benghazi Attacks Trump On National Security,Hoax,Hoax,CORRECT
1640, WATCH: Rick Santorum Torches Trump For Not Taking Responsibility For Electoral Bloodbath,Hoax,Hoax,CORRECT
1641, Hannity Gets His A** Handed To Him For Falsely Claiming Terence Crutcher Has Violent Criminal Past,Hoax,Hoax,CORRECT
1642,Texas 'bathroom bill' dies in special legislative session,Factual,Factual,CORRECT
1643, Matt Damon Did NOT Hold Back His Anger Against Rick Snyder Over Flint’s Water Crisis,Hoax,Hoax,CORRECT
1644, 40 Million Bad*ss Birders Just Declared War On Oregon Terrorists,Hoax,Hoax,CORRECT
1645,"IF YOU’RE EASILY OFFENDED, Don’t Watch This American Pastor’s Rant: “Has America Gone Stupid?”",Hoax,Hoax,CORRECT
1646,Treasury unit to share records with Senate for Trump-Russia probe: WSJ,Factual,Factual,CORRECT
1647,"Colombia authorizes air raids against dissident FARC, crime gangs",Factual,Factual,CORRECT
1648,Putin to meet Erdogan in Ankara on Sept 28: Kremlin,Factual,Factual,CORRECT
1649,"U.S., China fail to agree on trade issues, casting doubt on other issues",Factual,Factual,CORRECT
1650,HYSTERICAL…THE DEMOCRAT CONVENTION Schedule Is Revealed,Hoax,Hoax,CORRECT
1651,CROOKED HILLARY CLINTON’S Latest Speech To Be Crashed By Angry HAITIANS Pushing For Answers,Hoax,Hoax,CORRECT
1652,Stop-gap bill unveiled to fund U.S. government until Jan. 19,Factual,Factual,CORRECT
1653,China official says Lincoln would have approved of freeing Tibetan serfs,Factual,Hoax,WRONG
1654,NZ Green Party leader in talks with Labour-led coalition government,Factual,Factual,CORRECT
1655,Trump says he doesn't want House Speaker Ryan's support: Fox News,Factual,Factual,CORRECT
1656,Human Rights Watch says Saudi-led air strikes in Yemen are war crimes,Factual,Factual,CORRECT
1657,CNN ANCHOR Shockingly Tries To Support Obama’s Iran Ransom Payment…Over and Over! [Video],Hoax,Hoax,CORRECT
1658,CLASS ACT! WATCH THE TODAY SHOW’S MATT LAUER Get Shot Down By Trump’s Friend New England Patriots Owner Bob Craft [Video],Hoax,Hoax,CORRECT
1659,FATHER OF HIGH SCHOOL FOOTBALL STAR SHOT AND KILLED BY ILLEGAL ALIEN INTRODUCES TRUMP TO THOUSANDS IN AZ [Video],Hoax,Hoax,CORRECT
1660, Poll: Majority Of Americans HATE Trump’s Unconstitutional Executive Orders,Hoax,Hoax,CORRECT
1661,"After Irma, a mixed journey home for Florida evacuees",Factual,Factual,CORRECT
1662, Noam Chomsky Warns Of ‘Staged Terrorist Attack’ If Enough People Turn On Trump,Hoax,Hoax,CORRECT
1663,German police raid locations linked to Islamist militants,Factual,Factual,CORRECT
1664,Lawmakers may ask Air Force to look at restarting F-22 production,Factual,Factual,CORRECT
1665, Comedy Central’s Roast Of Rob Lowe HIJACKED As Comedians EPICALLY Roast Ann Coulter,Hoax,Hoax,CORRECT
1666,Stricter Missouri abortion rules take effect after legal fight,Factual,Factual,CORRECT
1667, Watch A GOP Senate Candidate Threaten To Harm A Reporter (VIDEO),Hoax,Factual,WRONG
1668,"Episode #205 – SUNDAY WIRE: ‘Dirty Vegas’ with Jay Dyer, Hesher & Shawn Helton",Hoax,Hoax,CORRECT
1669,HACKING DEMOCRACY? CIA Accusing Russia of Doing What Langley Does So Well,Hoax,Hoax,CORRECT
1670,WEDDING CRASHERS: Hillary Tries To Explain Why She And Bill Attended Trump Wedding And Proves They Are First Class Grifters,Hoax,Hoax,CORRECT
1671,NAIVE NEWS ANCHOR Reporting On “Refugees” Gets Shocking Reality Check During LIVE Broadcast [Video],Hoax,Hoax,CORRECT
1672,Taxpayer Funded Left-Wing Church Organization Will BREAK LAW To Hide ILLEGAL ALIENS (2016 Democrat Voters) From Authorities,Hoax,Hoax,CORRECT
1673,YOU’RE FIRED! PRES TRUMP FIRES Obama’s Partisan Acting Attorney General After She Refuses To Enforce Travel Ban,Hoax,Hoax,CORRECT
1674,U.S. Navy carrier drills with Japanese navy amid North Korean tension,Factual,Factual,CORRECT
1675,HAVE AMERICANS HAD ENOUGH YET? Anti-Trump Protesters Block Ambulance With Critically Ill Patient Inside [VIDEO],Hoax,Hoax,CORRECT
1676,WOW! Why George W. Bush Never Left DC Until After Christmas Day,Hoax,Hoax,CORRECT
1677,"NYT’s GIVES “THUMBS UP” To New “Justice League” Movie, Starring Accused Sexual Predator Ben Affleck: “Better Than The Last One!”",Hoax,Hoax,CORRECT
1678, Hillary Clinton and Bernie Sanders Join Forces To Sue Arizona For Voter Suppression,Hoax,Factual,WRONG
1679," Seth MacFarlane Responds To Orlando Shooting, Smacks Down Gun Nuts (TWEETS)",Hoax,Hoax,CORRECT
1680,Cambodian PM tells opposition to defect or face being banned from politics,Factual,Factual,CORRECT
1681,London's Canary Wharf Docklands Light Railway station reopens after fire alert,Factual,Factual,CORRECT
1682, Trump Angrily Goes After Hillary’s Competency With Misspelled Tweet,Hoax,Hoax,CORRECT
1683,East Libyan forces make new push to end Islamist resistance in Benghazi,Factual,Factual,CORRECT
1684, WATCH: Former Reagan Adviser Is Totally DISGUSTED By Trump’s Divisive Rally Speech,Hoax,Hoax,CORRECT
1685,Chicago black pastors shun mayor's annual King breakfast,Factual,Factual,CORRECT
1686, Ivanka Trump Whines After Interviewer Points Out That Her Dad Thinks Pregnancy Is Bad For Business,Hoax,Hoax,CORRECT
1687,WOW! Just When We Thought Obama’s Global Relationships Couldn’t Get Any Worse…Europe Threatens This…,Hoax,Hoax,CORRECT
1688,Why Not A Probe of ‘Israel-Gate’,Hoax,Factual,WRONG
1689,Factbox: Compare and contrast - Trump's tweets vs private comments to CEOs,Factual,Factual,CORRECT
1690,WOW! BILL AND HILLARY Called Jesse Jackson ‘That G**damned n****r’ Behind His Back,Hoax,Hoax,CORRECT
1691,"Trump, UK's May agree that China must do more on North Korea: UK",Factual,Factual,CORRECT
1692,House panel drops effort to force testimony on Trump 'dossier',Factual,Factual,CORRECT
1693,Philippines starts construction near China's manmade islands in disputed waters,Factual,Factual,CORRECT
1694,Republican candidate Kasich's 'kitchen' comment draws scorn,Factual,Factual,CORRECT
1695,Bid to 'fix' Iran nuclear deal faces uphill climb in U.S. Congress,Factual,Factual,CORRECT
1696,"LOL! TRUMP SUPPORTERS Sing “Hey, Hey, Hey Good Bye!” As They Send Antifa, Soros-Paid Democrats In Berkeley Back To Parent’s Basements [VIDEO]",Hoax,Hoax,CORRECT
1697,Russia tells U.S.: Unacceptable to politicize chemical weapons inspections in Syria,Factual,Factual,CORRECT
1698,U.S. to fight Islamic State in Syria 'as long as they want to fight': Mattis,Factual,Factual,CORRECT
1699,Philippines' Duterte offers to host 'world summit' on human rights,Factual,Hoax,WRONG
1700,AN ARROGANT Obama Admits He’s Learned Nothing As President,Hoax,Hoax,CORRECT
1701,"As Congo refugees pour over border, Angola's backing for Kabila in doubt",Factual,Factual,CORRECT
1702,"Cholera could resurge in Yemen due to lack of aid, fuel: WHO",Factual,Factual,CORRECT
1703,Springer Nature blocks access to certain articles in China,Factual,Hoax,WRONG
1704,U.S. senator expresses concern about ag tech mergers,Factual,Factual,CORRECT
1705,Trump tells House leaders to cancel healthcare bill vote,Factual,Factual,CORRECT
1706,"Troops and strays, the only signs of life in ruined Marawi",Factual,Factual,CORRECT
1707,Trump calls Nice attack 'horror beyond belief',Factual,Hoax,WRONG
1708, Most Corrupt Presidential Lawyer In History Is Terrified Of Trump’s Lying,Hoax,Hoax,CORRECT
1709,ALL WHITES IN BACK…Democrats Prove Their Obsession With Race In One RIDICULOUS Photo,Hoax,Hoax,CORRECT
1710, Jeb Bush Rally Becomes Counseling Session As Supporters Give Him Advice To Fix His Struggling Campaign,Hoax,Hoax,CORRECT
1711,REVEALED: How Democratic Party pays Agit-Prop ‘Protesters’ to incite violence at Trump events,Hoax,Hoax,CORRECT
1712,Three migrants die in boat accident off Morocco: official,Factual,Factual,CORRECT
1713,BOOM! TOMI LAHREN’S Top Tips For Liberals In 2017 [VIDEO],Hoax,Hoax,CORRECT
1714,Run or wait? Tokyo's Koike faces dilemma ahead of Oct. 22 poll,Factual,Factual,CORRECT
1715,CIA official tells jury about day 'all hell broke loose' in Benghazi,Factual,Hoax,WRONG
1716,Florida nightclub massacre prompts Rubio to reconsider political future,Factual,Factual,CORRECT
1717,"Trump foreign policies could hurt, help his business empire",Factual,Factual,CORRECT
1718, John Kasich Was Just Embarrassed By Republican Lawmakers In His Own State,Hoax,Hoax,CORRECT
1719,House committee eyes $18.5 billion increase to Trump defense budget,Factual,Factual,CORRECT
1720,STUNNING GRAPHIC Of Obama’s Legacy That Every Democrat Should See,Hoax,Hoax,CORRECT
1721, ‘Grab ‘Em By The P*ssy’: Scott Baio Says Wife Of Red Hot Chili Peppers Drummer Beat Him Up,Hoax,Hoax,CORRECT
1722,ENCRYPTION TRUTH: What The FBI Aren’t Telling You About Their Battle With Apple And San Bernardino,Hoax,Hoax,CORRECT
1723, Kellyanne Conway Makes A Fool Of Herself Trying To Defend Trump’s Ridiculous Attack On Obama (VIDEO),Hoax,Hoax,CORRECT
1724, BREAKING: House Dems Have HAD IT With Trump And Are Fighting Back With Protests And Lawsuits (DETAILS),Hoax,Hoax,CORRECT
1725,Germany’s Merkel And France’s Hollande Get Hammered On Mass Immigration By One Brave Lady! [Video],Hoax,Hoax,CORRECT
1726,France's Macron invites Hariri and family to France,Factual,Factual,CORRECT
1727,THE VIDEO LIBERALS Don’t Want You To See: LIL WAYNE Tells How A White Cop Saved His Life…”I Don’t Know What Racism Is”,Hoax,Hoax,CORRECT
1728,EXTRAORDINARY DETAILS EMERGE About How Senator John McCain Got “Dirty Dossier” On President Trump From Ex-Spy…Where’s The Media Outrage?,Hoax,Hoax,CORRECT
1729,"U.S. lawmakers will not tackle healthcare this year, Ryan says: Reuters interview",Factual,Factual,CORRECT
1730, Oregon Judge Politely Mocks Cliven Bundy’s Lunatic Demands (VIDEO),Hoax,Hoax,CORRECT
1731," After Pepsi Botched Its Ad Campaign, Heineken Gets Theirs Exactly Right (VIDEO)",Hoax,Hoax,CORRECT
1732,"Clinton condemns 'apparent terrorist attacks' in New Jersey, New York, Minnesota",Factual,Hoax,WRONG
1733,Spain High Court jails two Catalan separatist leaders pending investigation,Factual,Factual,CORRECT
1734,Exxon CEO is now Trump's secretary of state favorite - transition official,Factual,Hoax,WRONG
1735,HILLARY’S “WORKING CLASS” Upbringing Isn’t So Working Class…Another Lie From Lyin’ Hillary!,Hoax,Hoax,CORRECT
1736,LOL! DEMOCRAT Congressman HUMILIATED After Comparing Trump To Dangerous “RACIST” Republican Governor…WATCH Republican Congressman Explain Governor Was Actually A Democrat [VIDEO],Hoax,Hoax,CORRECT
1737, Guess Who Donald Trump Blames For His Ridiculous Orange Clown Hair (VIDEO),Hoax,Hoax,CORRECT
1738,SEE GEORGE STEPHANOPOULOS’ Reaction When Hillary Says She’s Ignorant About 9/11 Legislation,Hoax,Hoax,CORRECT
1739,EU's Barnier rules out full EU-UK trade pact in time for Brexit,Factual,Factual,CORRECT
1740,U.S. stance on auto industry sows more doubt about NAFTA overhaul,Factual,Factual,CORRECT
1741,Democratic Socialists make headway in U.S. after Trump's win,Factual,Factual,CORRECT
